Wild Fall Chinook,Hatchery Fall Chinook,Hatchery Winter Steelhead,Wild Coho,Wild Late Coho,Hatchery Coho,Hatchery Late Coho,Wild Chum,Unknown Chum
,277,342,,,295,350,,
,277,342,,,295,350,,
,277,342,,,295,350,,
,277,342,,,295,350,,
,277,342,,,295,350,,
,277,342,,,295,351,,
,277,342,,,295,351,,
,277,342,,,295,351,,
,277,342,,,295,351,,
,277,342,,,295,351,,
,277,342,,,295,351,,
,277,342,,,295,351,,
,277,343,,,295,351,,
,277,343,,,295,351,,
,277,343,,,295,351,,
,277,343,,,295,351,,
,277,343,,,295,351,,
,277,343,,,295,351,,
,277,343,,,295,351,,
,277,343,,,295,351,,
,277,343,,,295,351,,
,277,343,,,295,351,,
,277,343,,,295,351,,
,277,343,,,295,351,,
,277,349,,,295,351,,
,277,349,,,295,351,,
,277,349,,,295,351,,
,277,349,,,295,351,,
,277,349,,,295,351,,
,277,349,,,295,351,,
,277,349,,,295,351,,
,277,349,,,295,351,,
,277,349,,,295,351,,
,278,349,,,295,351,,
,278,349,,,295,351,,
,278,349,,,295,351,,
,278,349,,,295,351,,
,278,349,,,295,351,,
,278,349,,,295,351,,
,278,349,,,295,351,,
,278,349,,,295,351,,
,278,349,,,295,351,,
,278,349,,,295,351,,
,278,349,,,295,351,,
,278,349,,,295,351,,
,278,350,,,295,351,,
,278,350,,,295,351,,
,278,350,,,295,351,,
,278,350,,,295,351,,
,278,350,,,295,351,,
,278,350,,,295,351,,
,278,350,,,295,351,,
,278,350,,,295,351,,
,278,350,,,295,351,,
,278,350,,,295,351,,
,278,350,,,295,351,,
,278,351,,,295,351,,
,278,351,,,295,351,,
,278,351,,,295,351,,
,278,351,,,295,351,,
,278,351,,,295,351,,
,278,351,,,295,351,,
,278,351,,,295,351,,
,278,351,,,295,351,,
,278,351,,,295,351,,
,278,351,,,295,351,,
,278,351,,,295,351,,
,278,351,,,295,351,,
,278,351,,,295,351,,
,278,351,,,295,351,,
,278,351,,,295,351,,
,278,351,,,295,351,,
,278,351,,,295,351,,
,278,351,,,295,351,,
,278,351,,,295,351,,
,278,351,,,295,351,,
,278,351,,,295,351,,
,278,351,,,295,351,,
,278,351,,,295,351,,
,278,351,,,295,351,,
,278,351,,,295,351,,
,278,351,,,295,351,,
,278,351,,,295,351,,
,278,351,,,295,351,,
,278,351,,,295,351,,
,278,351,,,295,351,,
,278,351,,,295,351,,
,278,351,,,295,351,,
,278,351,,,295,351,,
,278,351,,,295,351,,
,278,351,,,295,351,,
,278,351,,,295,351,,
,278,351,,,295,351,,
,278,351,,,295,351,,
,278,351,,,295,351,,
,278,351,,,295,351,,
,278,351,,,295,351,,
,278,351,,,295,351,,
,278,351,,,295,351,,
,278,351,,,295,351,,
,278,351,,,295,351,,
,278,351,,,295,351,,
,278,351,,,295,351,,
,278,351,,,295,351,,
,278,351,,,295,351,,
,278,351,,,295,351,,
,278,351,,,295,351,,
,278,351,,,295,351,,
,278,351,,,295,351,,
,278,351,,,295,351,,
,278,351,,,295,351,,
,278,351,,,295,351,,
,278,351,,,295,351,,
,278,351,,,295,351,,
,278,351,,,295,351,,
,278,351,,,295,351,,
,278,351,,,295,351,,
,278,351,,,295,351,,
,278,351,,,295,351,,
,278,351,,,295,351,,
,278,351,,,295,351,,
,278,351,,,295,351,,
,278,351,,,295,351,,
,278,351,,,295,351,,
,278,351,,,295,351,,
,278,351,,,295,351,,
,278,351,,,295,351,,
,278,351,,,295,351,,
,278,351,,,295,351,,
,278,351,,,295,351,,
,278,351,,,295,351,,
,278,351,,,295,351,,
,278,351,,,295,351,,
,278,351,,,296,351,,
,278,351,,,296,352,,
,278,351,,,296,352,,
,278,351,,,296,352,,
,278,351,,,296,352,,
,278,351,,,296,352,,
,278,351,,,296,352,,
,278,351,,,296,352,,
,278,351,,,296,352,,
,278,351,,,296,352,,
,278,351,,,296,352,,
,278,351,,,296,352,,
,278,351,,,296,352,,
,278,351,,,296,352,,
,278,351,,,296,352,,
,278,351,,,296,352,,
,278,351,,,296,352,,
,278,351,,,296,352,,
,278,351,,,296,352,,
,278,351,,,296,352,,
,278,351,,,296,352,,
,278,351,,,296,352,,
,278,351,,,296,352,,
,278,352,,,296,352,,
,278,352,,,296,352,,
,278,352,,,296,352,,
,278,352,,,296,352,,
,278,352,,,296,352,,
,278,353,,,296,352,,
,278,353,,,296,352,,
,278,353,,,296,352,,
,278,353,,,296,352,,
,278,353,,,296,352,,
,278,353,,,296,352,,
,278,353,,,296,352,,
,278,353,,,296,352,,
,278,353,,,296,352,,
,278,353,,,296,352,,
,278,353,,,297,352,,
,278,353,,,297,352,,
,278,353,,,297,352,,
,278,353,,,297,352,,
,278,353,,,297,352,,
,278,353,,,297,352,,
,278,353,,,297,352,,
,278,353,,,297,352,,
,278,353,,,297,352,,
,278,353,,,297,352,,
,278,353,,,297,352,,
,278,353,,,297,352,,
,278,353,,,297,352,,
,278,353,,,297,352,,
,278,353,,,297,352,,
,278,353,,,297,352,,
,278,353,,,297,352,,
,278,353,,,297,352,,
,278,353,,,297,352,,
,278,353,,,297,352,,
,278,353,,,297,352,,
,278,353,,,297,352,,
,278,353,,,297,352,,
,278,353,,,297,352,,
,278,353,,,297,352,,
,278,353,,,297,352,,
,278,353,,,297,352,,
,278,353,,,297,352,,
,278,353,,,297,352,,
,278,353,,,297,352,,
,278,353,,,297,352,,
,278,353,,,297,352,,
,278,353,,,297,352,,
,278,353,,,297,352,,
,278,353,,,297,352,,
,278,353,,,297,352,,
,278,353,,,297,352,,
,278,353,,,297,352,,
,279,353,,,297,352,,
,279,353,,,297,352,,
,279,353,,,297,352,,
,279,353,,,297,352,,
,279,353,,,297,352,,
,279,353,,,297,352,,
,279,353,,,297,352,,
,279,353,,,297,352,,
,279,353,,,297,353,,
,279,353,,,297,353,,
,279,353,,,297,353,,
,279,353,,,297,353,,
,279,353,,,297,353,,
,279,353,,,299,353,,
,279,353,,,299,353,,
,279,353,,,299,353,,
,279,353,,,299,353,,
,279,353,,,299,353,,
,279,353,,,299,353,,
,279,353,,,299,353,,
,279,353,,,299,353,,
,279,353,,,299,353,,
,279,353,,,299,353,,
,279,353,,,299,353,,
,279,353,,,299,353,,
,279,353,,,299,353,,
,279,353,,,299,353,,
,279,353,,,299,353,,
,279,353,,,299,353,,
,279,353,,,299,353,,
,279,353,,,299,353,,
,279,353,,,299,353,,
,279,353,,,299,353,,
,279,353,,,299,353,,
,279,353,,,299,353,,
,279,353,,,299,353,,
,279,353,,,299,353,,
,279,353,,,299,353,,
,279,353,,,299,353,,
,279,353,,,299,353,,
,279,353,,,299,353,,
,279,353,,,299,353,,
,279,353,,,299,353,,
,279,353,,,299,353,,
,279,353,,,299,353,,
,279,353,,,299,353,,
,279,353,,,299,353,,
,279,353,,,299,353,,
,279,353,,,299,353,,
,279,353,,,299,353,,
,279,353,,,299,353,,
,279,353,,,299,353,,
,279,355,,,299,353,,
,279,355,,,299,353,,
,279,355,,,299,353,,
,279,355,,,299,353,,
,279,355,,,299,353,,
,279,355,,,299,353,,
,279,355,,,299,353,,
,279,355,,,299,353,,
,279,355,,,299,353,,
,279,355,,,299,353,,
,279,355,,,299,353,,
,280,355,,,299,353,,
,280,355,,,299,353,,
,280,355,,,299,353,,
,280,355,,,299,353,,
,280,355,,,299,353,,
,280,355,,,299,353,,
,280,355,,,299,353,,
,280,355,,,299,353,,
,280,355,,,299,353,,
,280,355,,,299,353,,
,280,355,,,299,353,,
,280,355,,,299,353,,
,280,355,,,299,355,,
,280,355,,,299,355,,
,280,355,,,299,355,,
,280,355,,,299,355,,
,280,355,,,299,355,,
,280,355,,,299,355,,
,280,355,,,299,355,,
,280,355,,,299,355,,
,280,355,,,299,355,,
,280,355,,,299,355,,
,280,355,,,299,355,,
,280,355,,,299,355,,
,280,355,,,299,355,,
,280,355,,,299,355,,
,280,355,,,299,355,,
,280,355,,,299,355,,
,280,355,,,299,355,,
,280,355,,,299,355,,
,280,355,,,299,355,,
,280,355,,,299,355,,
,280,355,,,299,355,,
,280,355,,,299,355,,
,280,355,,,299,355,,
,280,355,,,299,355,,
,280,355,,,299,355,,
,280,355,,,299,355,,
,280,355,,,299,355,,
,280,355,,,300,355,,
,280,355,,,300,355,,
,280,355,,,300,355,,
,280,355,,,300,355,,
,280,355,,,300,355,,
,280,355,,,300,355,,
,280,355,,,300,355,,
,280,355,,,300,355,,
,280,355,,,300,355,,
,280,355,,,300,355,,
,280,355,,,300,355,,
,280,355,,,300,355,,
,280,355,,,300,355,,
,280,355,,,300,355,,
,280,355,,,300,355,,
,280,355,,,300,355,,
,280,355,,,300,355,,
,280,355,,,300,355,,
,280,355,,,300,355,,
,280,355,,,300,355,,
,280,355,,,300,355,,
,280,355,,,300,355,,
,280,355,,,300,355,,
,280,355,,,300,355,,
,280,355,,,300,355,,
,280,355,,,300,355,,
,280,355,,,300,355,,
,280,355,,,300,355,,
,280,355,,,300,355,,
,280,355,,,300,355,,
,280,355,,,300,355,,
,280,355,,,300,355,,
,280,355,,,300,355,,
,280,355,,,300,355,,
,280,355,,,300,355,,
,280,355,,,300,355,,
,280,355,,,300,355,,
,280,355,,,300,355,,
,280,355,,,300,355,,
,280,355,,,300,355,,
,280,355,,,300,355,,
,280,355,,,300,355,,
,280,355,,,300,355,,
,280,355,,,300,355,,
,280,355,,,300,355,,
,280,355,,,300,355,,
,280,355,,,300,355,,
,280,355,,,300,355,,
,280,355,,,300,355,,
,280,355,,,300,355,,
,280,355,,,300,355,,
,280,355,,,300,355,,
,280,355,,,300,355,,
,280,355,,,300,355,,
,280,355,,,300,355,,
,280,355,,,300,355,,
,280,355,,,300,355,,
,280,356,,,300,355,,
,280,356,,,300,355,,
,280,356,,,300,355,,
,280,356,,,300,355,,
,280,356,,,300,356,,
,280,356,,,300,356,,
,280,356,,,300,356,,
,280,356,,,300,356,,
,280,356,,,300,356,,
,280,356,,,300,356,,
,280,356,,,300,356,,
,280,356,,,300,356,,
,280,356,,,300,356,,
,280,356,,,300,356,,
,280,356,,,300,356,,
,280,356,,,300,356,,
,280,356,,,300,356,,
,280,356,,,300,356,,
,280,356,,,300,356,,
,280,356,,,300,356,,
,280,356,,,300,356,,
,280,356,,,300,356,,
,280,356,,,300,356,,
,280,356,,,300,356,,
,280,356,,,300,356,,
,280,356,,,300,356,,
,280,356,,,300,356,,
,280,356,,,300,356,,
,280,356,,,300,356,,
,280,356,,,300,356,,
,280,356,,,300,356,,
,280,356,,,300,356,,
,280,356,,,300,356,,
,280,356,,,300,356,,
,280,356,,,300,356,,
,280,356,,,300,356,,
,280,356,,,300,356,,
,280,356,,,300,356,,
,280,356,,,300,356,,
,280,356,,,300,356,,
,280,356,,,300,356,,
,280,356,,,300,356,,
,280,356,,,300,356,,
,280,356,,,300,356,,
,280,356,,,300,356,,
,280,356,,,300,356,,
,280,356,,,300,356,,
,280,356,,,300,356,,
,281,356,,,300,356,,
,281,356,,,300,356,,
,281,356,,,300,356,,
,281,356,,,300,356,,
,281,356,,,300,356,,
,281,356,,,300,356,,
,281,356,,,300,356,,
,281,356,,,300,356,,
,281,356,,,300,356,,
,281,356,,,300,356,,
,281,356,,,300,356,,
,281,356,,,300,356,,
,281,356,,,300,356,,
,281,356,,,300,356,,
,281,356,,,300,356,,
,281,356,,,300,356,,
,281,356,,,300,356,,
,281,356,,,300,356,,
,281,356,,,300,356,,
,281,356,,,300,356,,
,281,356,,,300,356,,
,281,356,,,300,356,,
,281,356,,,300,356,,
,281,356,,,300,356,,
,281,356,,,300,356,,
,281,356,,,300,356,,
,281,356,,,300,356,,
,281,356,,,300,356,,
,281,357,,,300,356,,
,281,357,,,300,356,,
,281,357,,,300,356,,
,281,357,,,300,356,,
,281,357,,,300,356,,
,281,357,,,300,356,,
,281,357,,,300,356,,
,281,357,,,300,356,,
,281,357,,,300,356,,
,281,357,,,300,356,,
,281,357,,,300,356,,
,281,357,,,300,356,,
,281,357,,,300,356,,
,281,357,,,300,356,,
,281,357,,,300,356,,
,281,357,,,300,356,,
,281,357,,,301,356,,
,281,357,,,301,356,,
,281,357,,,301,356,,
,281,357,,,301,356,,
,281,357,,,301,357,,
,281,357,,,301,357,,
,281,357,,,301,357,,
,281,357,,,301,357,,
,281,357,,,301,358,,
,281,357,,,302,358,,
,281,357,,,302,358,,
,281,357,,,302,358,,
,281,357,,,303,358,,
,281,357,,,303,358,,
,281,357,,,303,358,,
,281,357,,,303,358,,
,282,357,,,303,358,,
,282,357,,,303,358,,
,282,357,,,303,358,,
,282,357,,,303,358,,
,282,357,,,303,358,,
,282,357,,,303,358,,
,282,357,,,303,358,,
,282,357,,,303,358,,
,282,357,,,303,358,,
,282,357,,,303,358,,
,282,357,,,303,358,,
,282,357,,,303,358,,
,282,357,,,303,358,,
,282,357,,,303,358,,
,282,357,,,303,358,,
,282,357,,,303,358,,
,282,357,,,303,358,,
,282,357,,,303,358,,
,282,357,,,303,358,,
,282,357,,,303,358,,
,282,357,,,303,358,,
,282,362,,,303,358,,
,282,362,,,303,358,,
,282,362,,,303,358,,
,282,362,,,303,358,,
,282,362,,,303,358,,
,282,362,,,303,358,,
,282,362,,,303,358,,
,282,362,,,303,358,,
,282,362,,,303,358,,
,282,362,,,303,358,,
,282,362,,,303,358,,
,282,362,,,303,358,,
,282,362,,,303,358,,
,282,362,,,303,358,,
,282,362,,,303,358,,
,282,362,,,303,358,,
,282,362,,,303,358,,
,282,362,,,303,358,,
,282,362,,,303,359,,
,282,362,,,303,359,,
,282,362,,,303,359,,
,282,362,,,303,359,,
,282,362,,,303,359,,
,282,362,,,303,359,,
,282,362,,,303,359,,
,282,362,,,303,359,,
,282,362,,,304,359,,
,282,362,,,304,359,,
,282,362,,,304,359,,
,282,362,,,304,359,,
,282,362,,,304,359,,
,282,362,,,304,359,,
,282,362,,,304,359,,
,282,362,,,304,359,,
,282,362,,,304,359,,
,282,362,,,304,359,,
,282,362,,,304,359,,
,282,362,,,304,359,,
,282,362,,,304,359,,
,282,362,,,304,359,,
,282,362,,,304,359,,
,282,362,,,304,359,,
,282,362,,,304,359,,
,282,362,,,304,359,,
,282,362,,,304,362,,
,282,362,,,304,362,,
,282,362,,,304,362,,
,282,362,,,304,362,,
,283,362,,,304,362,,
,283,362,,,304,362,,
,283,362,,,304,362,,
,283,362,,,304,362,,
,283,362,,,304,362,,
,283,362,,,304,362,,
,283,362,,,304,362,,
,283,362,,,304,362,,
,283,362,,,305,362,,
,283,362,,,305,362,,
,283,362,,,305,362,,
,283,362,,,305,362,,
,283,362,,,305,362,,
,283,362,,,305,362,,
,283,362,,,305,362,,
,283,362,,,305,362,,
,283,362,,,305,362,,
,283,362,,,305,362,,
,283,362,,,306,362,,
,283,362,,,306,362,,
,283,362,,,306,362,,
,283,362,,,306,362,,
,283,362,,,306,362,,
,283,362,,,306,362,,
,283,362,,,306,362,,
,283,362,,,306,362,,
,283,362,,,306,362,,
,283,362,,,306,362,,
,283,362,,,306,362,,
,283,362,,,306,362,,
,283,363,,,306,362,,
,283,363,,,306,362,,
,283,363,,,306,362,,
,283,363,,,306,362,,
,283,364,,,306,362,,
,283,364,,,306,362,,
,283,364,,,306,362,,
,283,364,,,306,362,,
,283,364,,,306,362,,
,283,364,,,306,362,,
,283,364,,,306,362,,
,283,364,,,306,362,,
,283,364,,,306,362,,
,283,364,,,306,362,,
,283,364,,,306,362,,
,283,364,,,306,362,,
,283,364,,,306,362,,
,283,364,,,306,362,,
,283,364,,,306,362,,
,283,364,,,307,362,,
,283,364,,,307,362,,
,283,364,,,307,362,,
,283,364,,,307,362,,
,283,364,,,307,362,,
,283,364,,,308,362,,
,283,364,,,308,362,,
,283,364,,,308,362,,
,283,364,,,308,362,,
,283,364,,,308,362,,
,283,364,,,308,362,,
,283,364,,,308,362,,
,283,364,,,308,362,,
,283,364,,,308,362,,
,283,364,,,308,362,,
,283,364,,,308,362,,
,283,364,,,308,362,,
,283,364,,,308,362,,
,283,364,,,308,362,,
,283,364,,,308,362,,
,283,364,,,308,362,,
,283,364,,,308,362,,
,283,364,,,308,362,,
,283,364,,,308,362,,
,283,364,,,308,362,,
,283,364,,,308,362,,
,283,364,,,308,362,,
,283,364,,,308,362,,
,283,364,,,308,362,,
,283,364,,,308,362,,
,283,364,,,308,362,,
,283,364,,,308,362,,
,283,364,,,308,362,,
,283,364,,,308,362,,
,283,364,,,308,362,,
,283,364,,,308,362,,
,283,364,,,308,362,,
,283,364,,,308,362,,
,283,364,,,308,362,,
,283,364,,,308,362,,
,283,364,,,308,362,,
,283,364,,,308,362,,
,283,364,,,308,362,,
,283,364,,,309,362,,
,283,364,,,309,362,,
,283,364,,,309,362,,
,283,364,,,309,362,,
,284,364,,,309,363,,
,284,364,,,309,363,,
,284,364,,,309,363,,
,284,364,,,309,363,,
,284,364,,,309,363,,
,284,364,,,309,363,,
,284,364,,,309,363,,
,284,364,,,309,363,,
,284,364,,,309,363,,
,284,364,,,309,363,,
,284,364,,,309,363,,
,284,364,,,309,363,,
,284,364,,,309,363,,
,284,364,,,309,363,,
,284,364,,,309,363,,
,284,364,,,309,363,,
,284,364,,,309,363,,
,284,364,,,309,363,,
,284,364,,,309,363,,
,284,364,,,309,363,,
,284,364,,,309,363,,
,285,364,,,309,363,,
,285,364,,,309,363,,
,285,364,,,309,363,,
,285,364,,,309,363,,
,285,364,,,309,363,,
,285,364,,,309,363,,
,285,364,,,309,363,,
,285,364,,,309,363,,
,285,364,,,309,363,,
,285,364,,,309,363,,
,285,364,,,309,363,,
,285,364,,,309,363,,
,285,364,,,309,363,,
,285,364,,,310,363,,
,285,364,,,310,363,,
,285,364,,,310,363,,
,285,364,,,310,363,,
,285,364,,,310,363,,
,285,364,,,310,363,,
,285,364,,,310,363,,
,285,364,,,310,363,,
,285,364,,,310,363,,
,285,364,,,310,363,,
,285,364,,,310,363,,
,285,364,,,310,363,,
,285,364,,,311,363,,
,285,364,,,311,363,,
,285,364,,,311,363,,
,286,364,,,311,363,,
,286,364,,,311,363,,
,286,364,,,311,363,,
,286,364,,,311,363,,
,286,364,,,311,363,,
,286,364,,,311,363,,
,286,364,,,311,363,,
,286,364,,,311,363,,
,286,364,,,311,363,,
,286,364,,,311,363,,
,286,364,,,311,363,,
,286,364,,,311,363,,
,286,364,,,311,363,,
,286,364,,,311,363,,
,287,364,,,311,363,,
,287,364,,,311,363,,
,287,364,,,311,363,,
,287,364,,,311,363,,
,287,364,,,311,363,,
,287,364,,,311,363,,
,287,364,,,311,363,,
,287,364,,,311,363,,
,287,364,,,311,363,,
,287,364,,,311,363,,
,287,364,,,311,363,,
,287,364,,,311,363,,
,287,364,,,311,363,,
,287,365,,,311,363,,
,287,365,,,311,363,,
,287,365,,,312,363,,
,287,365,,,312,363,,
,287,365,,,312,363,,
,287,365,,,312,363,,
,287,365,,,312,363,,
,287,365,,,312,363,,
,287,365,,,312,363,,
,287,365,,,312,363,,
,287,365,,,312,363,,
,287,365,,,312,363,,
,287,365,,,312,363,,
,287,365,,,312,363,,
,287,365,,,312,363,,
,287,365,,,313,363,,
,287,365,,,313,363,,
,287,365,,,313,363,,
,287,365,,,313,363,,
,287,365,,,313,363,,
,287,365,,,313,363,,
,287,365,,,313,363,,
,287,365,,,313,363,,
,287,365,,,313,363,,
,287,365,,,313,363,,
,287,365,,,313,363,,
,287,365,,,313,363,,
,287,365,,,313,363,,
,287,365,,,313,363,,
,287,365,,,313,363,,
,287,365,,,313,363,,
,287,365,,,313,363,,
,287,365,,,313,363,,
,287,365,,,313,363,,
,287,365,,,313,363,,
,287,365,,,313,363,,
,287,365,,,313,363,,
,287,365,,,314,363,,
,287,365,,,314,364,,
,287,365,,,314,364,,
,287,365,,,314,364,,
,287,365,,,314,364,,
,287,365,,,314,364,,
,287,365,,,314,364,,
,287,365,,,314,364,,
,287,365,,,314,364,,
,287,365,,,314,364,,
,287,365,,,314,364,,
,287,365,,,314,364,,
,287,365,,,314,364,,
,287,365,,,314,364,,
,287,365,,,314,364,,
,287,365,,,314,364,,
,287,365,,,314,364,,
,287,365,,,314,364,,
,287,365,,,314,364,,
,287,,,,314,364,,
,287,,,,314,364,,
,287,,,,314,364,,
,288,,,,314,364,,
,288,,,,314,364,,
,288,,,,314,364,,
,288,,,,314,364,,
,288,,,,316,364,,
,288,,,,316,364,,
,288,,,,316,364,,
,288,,,,317,364,,
,288,,,,317,364,,
,288,,,,317,364,,
,288,,,,317,364,,
,288,,,,317,364,,
,288,,,,317,364,,
,288,,,,317,364,,
,288,,,,317,364,,
,288,,,,317,364,,
,288,,,,317,364,,
,288,,,,317,364,,
,288,,,,317,364,,
,288,,,,317,364,,
,289,,,,317,364,,
,289,,,,317,364,,
,289,,,,317,364,,
,289,,,,318,364,,
,289,,,,318,364,,
,289,,,,318,364,,
,289,,,,318,364,,
,289,,,,318,364,,
,289,,,,318,364,,
,289,,,,318,364,,
,289,,,,318,364,,
,289,,,,318,364,,
,289,,,,318,364,,
,289,,,,318,364,,
,289,,,,318,364,,
,289,,,,318,364,,
,289,,,,318,364,,
,289,,,,318,364,,
,289,,,,318,364,,
,289,,,,318,364,,
,289,,,,318,364,,
,290,,,,318,364,,
,290,,,,318,364,,
,290,,,,318,364,,
,290,,,,318,364,,
,290,,,,318,364,,
,290,,,,318,364,,
,290,,,,318,364,,
,290,,,,318,364,,
,290,,,,318,364,,
,290,,,,318,364,,
,290,,,,318,364,,
,290,,,,318,364,,
,290,,,,318,364,,
,290,,,,318,364,,
,290,,,,318,364,,
,290,,,,318,364,,
,290,,,,318,364,,
,291,,,,318,364,,
,291,,,,318,364,,
,291,,,,318,364,,
,291,,,,318,364,,
,292,,,,318,364,,
,292,,,,318,364,,
,292,,,,318,364,,
,292,,,,318,365,,
,292,,,,319,365,,
,292,,,,319,365,,
,292,,,,319,365,,
,292,,,,319,365,,
,292,,,,319,365,,
,292,,,,319,365,,
,292,,,,319,365,,
,292,,,,319,365,,
,292,,,,320,365,,
,292,,,,320,365,,
,292,,,,321,365,,
,292,,,,321,365,,
,292,,,,321,365,,
,292,,,,321,365,,
,292,,,,321,365,,
,292,,,,321,365,,
,292,,,,321,365,,
,292,,,,321,365,,
,292,,,,321,365,,
,292,,,,321,365,,
,292,,,,321,365,,
,292,,,,321,365,,
,292,,,,321,365,,
,293,,,,321,365,,
,293,,,,321,365,,
,293,,,,321,365,,
,293,,,,321,365,,
,293,,,,321,365,,
,293,,,,322,365,,
,293,,,,322,365,,
,293,,,,322,365,,
,293,,,,322,365,,
,293,,,,322,,,
,293,,,,322,,,
,293,,,,322,,,
,293,,,,322,,,
,293,,,,322,,,
,293,,,,322,,,
,293,,,,322,,,
,293,,,,322,,,
,293,,,,322,,,
,293,,,,322,,,
,293,,,,322,,,
,293,,,,322,,,
,293,,,,322,,,
,293,,,,323,,,
,293,,,,323,,,
,293,,,,323,,,
,293,,,,323,,,
,293,,,,323,,,
,294,,,,323,,,
,294,,,,323,,,
,294,,,,323,,,
,294,,,,323,,,
,294,,,,323,,,
,294,,,,323,,,
,294,,,,323,,,
,294,,,,323,,,
,294,,,,323,,,
,294,,,,323,,,
,294,,,,323,,,
,294,,,,323,,,
,294,,,,323,,,
,294,,,,323,,,
,294,,,,323,,,
,294,,,,323,,,
,294,,,,324,,,
,294,,,,324,,,
,294,,,,324,,,
,294,,,,324,,,
,294,,,,324,,,
,295,,,,324,,,
,295,,,,324,,,
,295,,,,324,,,
,295,,,,324,,,
,295,,,,325,,,
,295,,,,325,,,
,295,,,,326,,,
,295,,,,327,,,
,295,,,,328,,,
,295,,,,328,,,
,295,,,,328,,,
,295,,,,329,,,
,295,,,,329,,,
,295,,,,329,,,
,295,,,,329,,,
,295,,,,329,,,
,295,,,,329,,,
,295,,,,329,,,
,295,,,,329,,,
,295,,,,329,,,
,295,,,,329,,,
,295,,,,330,,,
,295,,,,330,,,
,295,,,,330,,,
,295,,,,330,,,
,295,,,,332,,,
,295,,,,332,,,
,295,,,,332,,,
,295,,,,332,,,
,295,,,,332,,,
,295,,,,332,,,
,295,,,,332,,,
,295,,,,332,,,
,295,,,,332,,,
,295,,,,332,,,
,295,,,,332,,,
,295,,,,332,,,
,295,,,,332,,,
,295,,,,332,,,
,296,,,,332,,,
,296,,,,332,,,
,296,,,,334,,,
,296,,,,335,,,
,296,,,,335,,,
,296,,,,335,,,
,296,,,,335,,,
,296,,,,335,,,
,296,,,,335,,,
,296,,,,335,,,
,296,,,,335,,,
,296,,,,335,,,
,296,,,,335,,,
,296,,,,337,,,
,296,,,,343,,,
,297,,,,345,,,
,297,,,,345,,,
,297,,,,345,,,
,297,,,,345,,,
,297,,,,345,,,
,297,,,,345,,,
,297,,,,,,,
,299,,,,,,,
,300,,,,,,,
,300,,,,,,,
,300,,,,,,,
,300,,,,,,,
,300,,,,,,,
,300,,,,,,,
,300,,,,,,,
,300,,,,,,,
,300,,,,,,,
,300,,,,,,,
,300,,,,,,,
,300,,,,,,,
,300,,,,,,,
,300,,,,,,,
,300,,,,,,,
,300,,,,,,,
,300,,,,,,,
,300,,,,,,,
,300,,,,,,,
,300,,,,,,,
,300,,,,,,,
,300,,,,,,,
,301,,,,,,,
,301,,,,,,,
,301,,,,,,,
,301,,,,,,,
,301,,,,,,,
,301,,,,,,,
,301,,,,,,,
,301,,,,,,,
,301,,,,,,,
,301,,,,,,,
,301,,,,,,,
,301,,,,,,,
,301,,,,,,,
,301,,,,,,,
,302,,,,,,,
,302,,,,,,,
,303,,,,,,,
,303,,,,,,,
,303,,,,,,,
,303,,,,,,,
,303,,,,,,,
,303,,,,,,,
,303,,,,,,,
,303,,,,,,,
,303,,,,,,,
,303,,,,,,,
,303,,,,,,,
,303,,,,,,,
,303,,,,,,,
,303,,,,,,,
,303,,,,,,,
,303,,,,,,,
,303,,,,,,,
,303,,,,,,,
,303,,,,,,,
,303,,,,,,,
,303,,,,,,,
,303,,,,,,,
,303,,,,,,,
,303,,,,,,,
,303,,,,,,,
,303,,,,,,,
,303,,,,,,,
,303,,,,,,,
,303,,,,,,,
,303,,,,,,,
,303,,,,,,,
,303,,,,,,,
,303,,,,,,,
,303,,,,,,,
,303,,,,,,,
,303,,,,,,,
,303,,,,,,,
,303,,,,,,,
,304,,,,,,,
,304,,,,,,,
,304,,,,,,,
,304,,,,,,,
,304,,,,,,,
,307,,,,,,,
,308,,,,,,,
,308,,,,,,,
,308,,,,,,,
,308,,,,,,,
,308,,,,,,,
,309,,,,,,,
,311,,,,,,,
,311,,,,,,,
,311,,,,,,,
,314,,,,,,,
,318,,,,,,,
,322,,,,,,,
,324,,,,,,,
