Hatchery Fall Chinook,Hatchery Summer Steelhead,Hatchery Winter Steelhead,Wild Coho,Wild Late Coho,Hatchery Coho,Hatchery Late Coho
340,,362,,,,363
340,,362,,,,363
340,,362,,,,363
,,362,,,,363
,,362,,,,363
,,362,,,,363
,,362,,,,363
,,362,,,,363
,,362,,,,363
,,362,,,,363
,,362,,,,363
,,362,,,,363
,,362,,,,363
,,362,,,,363
,,362,,,,363
,,363,,,,363
,,363,,,,363
,,363,,,,363
,,363,,,,363
,,363,,,,363
,,363,,,,363
,,363,,,,363
,,363,,,,363
,,363,,,,363
,,363,,,,363
,,363,,,,363
,,363,,,,363
,,363,,,,363
,,363,,,,363
,,363,,,,363
,,363,,,,363
,,363,,,,363
,,363,,,,363
,,363,,,,363
,,363,,,,363
,,363,,,,363
,,363,,,,363
,,363,,,,363
,,363,,,,363
,,363,,,,363
,,363,,,,363
,,363,,,,363
,,363,,,,363
,,363,,,,363
,,363,,,,363
,,363,,,,363
,,363,,,,363
,,363,,,,363
,,363,,,,363
,,363,,,,363
,,363,,,,363
,,363,,,,364
,,363,,,,364
,,363,,,,364
,,363,,,,364
,,363,,,,364
,,363,,,,364
,,363,,,,364
,,363,,,,364
,,363,,,,364
,,363,,,,364
,,363,,,,364
,,363,,,,364
,,363,,,,364
,,363,,,,364
,,363,,,,364
,,363,,,,364
,,363,,,,364
,,363,,,,364
,,363,,,,364
,,363,,,,364
,,363,,,,364
,,363,,,,364
,,363,,,,364
,,363,,,,364
,,363,,,,364
,,363,,,,364
,,363,,,,364
,,364,,,,364
,,364,,,,364
,,364,,,,364
,,364,,,,364
,,364,,,,364
,,364,,,,364
,,364,,,,364
,,364,,,,364
,,364,,,,364
,,364,,,,364
,,364,,,,364
,,364,,,,364
,,364,,,,364
,,364,,,,364
,,364,,,,364
,,364,,,,364
,,364,,,,364
,,364,,,,364
,,364,,,,364
,,364,,,,364
,,364,,,,364
,,364,,,,364
,,364,,,,364
,,364,,,,364
,,364,,,,364
,,364,,,,364
,,364,,,,364
,,364,,,,364
,,364,,,,364
,,364,,,,364
,,364,,,,364
,,364,,,,364
,,364,,,,364
,,364,,,,364
,,364,,,,364
,,364,,,,364
,,364,,,,364
,,364,,,,364
,,364,,,,364
,,364,,,,364
,,364,,,,364
,,364,,,,364
,,364,,,,364
,,364,,,,364
,,364,,,,364
,,364,,,,364
,,364,,,,364
,,364,,,,364
,,364,,,,364
,,364,,,,364
,,364,,,,364
,,364,,,,364
,,364,,,,364
,,364,,,,364
,,364,,,,364
,,364,,,,364
,,364,,,,364
,,364,,,,364
,,364,,,,364
,,364,,,,364
,,364,,,,364
,,364,,,,364
,,364,,,,364
,,364,,,,364
,,364,,,,364
,,364,,,,364
,,364,,,,364
,,364,,,,364
,,364,,,,364
,,364,,,,364
,,364,,,,364
,,364,,,,364
,,364,,,,364
,,364,,,,364
,,364,,,,364
,,364,,,,364
,,364,,,,364
,,364,,,,364
,,364,,,,364
,,364,,,,365
,,364,,,,365
,,364,,,,365
,,364,,,,365
,,364,,,,365
,,365,,,,365
,,365,,,,365
,,365,,,,365
,,365,,,,365
,,365,,,,365
,,365,,,,365
,,365,,,,365
,,365,,,,365
,,365,,,,365
,,365,,,,365
,,365,,,,365
,,365,,,,365
,,365,,,,365
,,365,,,,365
,,365,,,,365
,,365,,,,365
,,365,,,,365
,,365,,,,365
,,365,,,,365
,,365,,,,365
,,365,,,,365
,,365,,,,365
,,365,,,,365
,,365,,,,365
,,365,,,,365
,,365,,,,366
,,365,,,,366
,,365,,,,366
,,365,,,,366
,,365,,,,366
,,365,,,,366
,,365,,,,366
,,365,,,,366
,,365,,,,366
,,365,,,,366
,,365,,,,366
,,365,,,,366
,,365,,,,366
,,365,,,,366
,,365,,,,366
,,365,,,,366
,,365,,,,366
,,366,,,,366
,,366,,,,
,,366,,,,
,,366,,,,
