Wild Summer Chinook,Hatchery Spring Chinook,Hatchery Summer Chinook,Wild Winter Steelhead,Hatchery Summer Steelhead,Wild Coho,Hatchery Summer Coho,Hatchery Coho
254,178,206,019,271,338,246,320
254,178,206,019,271,338,246,320
255,178,206,019,271,338,246,320
255,178,206,019,271,338,246,320
255,178,206,019,271,338,246,320
255,178,206,019,271,338,246,320
255,178,206,019,271,338,246,320
255,178,206,019,271,338,246,320
255,179,207,019,271,338,246,320
255,179,207,019,271,338,246,320
255,179,207,019,271,338,246,320
255,179,207,019,271,338,247,320
255,179,207,019,271,338,247,320
255,179,207,019,271,338,247,320
255,179,208,019,271,338,247,320
255,179,208,019,271,338,247,320
255,179,208,019,271,338,247,320
255,179,208,019,271,338,247,320
255,179,209,019,271,338,247,320
255,179,209,019,271,338,247,320
255,179,209,020,271,338,247,320
255,179,209,020,271,338,247,320
255,179,209,020,271,338,247,320
255,179,209,020,272,339,247,320
255,179,209,020,272,339,247,320
255,179,209,020,272,339,247,320
255,179,209,020,272,339,247,320
255,179,209,020,272,339,247,320
255,179,209,020,272,339,247,320
255,179,209,020,272,339,247,320
255,179,209,020,272,339,247,320
255,179,209,020,272,339,247,320
255,179,210,020,272,339,247,320
255,179,210,020,272,339,248,320
255,179,210,020,272,339,248,320
255,179,210,020,272,339,248,320
255,180,210,020,272,339,248,321
255,180,210,020,272,339,248,321
255,180,210,020,272,339,248,321
255,180,210,020,272,339,248,321
255,180,211,020,272,339,248,322
255,180,211,020,273,339,248,322
255,181,212,020,273,339,248,322
255,181,212,020,273,340,248,322
255,181,212,020,273,340,249,322
255,181,212,020,273,340,249,322
255,181,213,020,273,340,249,322
255,181,213,020,273,340,250,322
255,181,213,020,273,340,250,322
255,181,213,020,273,340,250,322
255,181,213,020,273,340,250,322
255,181,213,020,273,340,250,322
255,181,213,020,273,340,250,322
255,181,213,020,273,340,250,322
255,181,213,020,273,340,250,322
255,181,213,020,273,340,250,322
255,181,213,020,273,340,250,322
255,181,213,020,273,340,250,322
255,181,213,020,273,340,250,322
255,181,213,020,273,340,250,322
255,181,213,020,273,340,250,322
255,181,213,020,273,340,250,322
255,181,213,020,273,340,250,322
255,181,214,020,273,340,250,322
255,181,214,020,274,340,250,322
255,181,214,020,274,340,250,322
255,181,214,020,275,340,250,322
255,181,214,020,275,340,250,322
255,181,214,020,275,340,250,322
255,181,214,020,275,340,250,322
255,181,215,020,275,340,250,322
255,181,215,020,275,340,250,322
255,181,215,020,275,340,250,322
255,181,216,020,275,340,250,322
255,181,216,020,275,340,250,322
255,181,216,020,276,340,250,322
255,181,216,020,276,340,251,322
255,181,216,020,276,340,251,322
255,181,216,020,276,340,252,322
255,181,216,020,278,340,252,322
255,181,216,020,278,340,252,322
255,181,216,020,278,340,252,322
255,181,216,020,278,340,252,322
255,181,216,020,278,340,252,322
255,181,216,020,278,340,252,322
255,181,216,020,278,340,252,322
255,181,216,020,278,340,252,322
255,181,217,020,278,340,252,322
255,181,217,020,278,340,252,322
255,181,217,020,278,340,252,322
255,182,217,020,278,340,252,322
255,182,217,020,278,340,252,322
255,182,217,020,278,340,252,322
255,182,217,020,278,340,252,322
255,182,217,020,278,340,252,322
255,182,217,020,278,340,252,322
255,182,217,020,279,342,252,322
255,182,217,020,279,342,252,322
255,182,217,020,282,342,252,322
255,182,217,020,282,342,252,322
255,182,217,020,282,342,252,322
255,182,217,020,282,342,252,322
258,182,218,021,282,342,252,322
258,182,218,021,282,342,252,322
258,182,218,021,282,342,252,322
258,182,218,021,282,342,252,322
258,182,218,021,282,342,252,322
258,182,218,021,282,342,252,322
258,182,218,021,282,342,252,322
258,182,218,021,282,342,252,322
258,183,218,021,282,342,252,322
258,183,218,021,282,342,252,322
258,183,218,021,282,342,252,322
258,183,218,021,282,342,252,322
258,183,218,021,282,342,252,322
258,183,219,021,282,342,252,322
258,183,219,021,282,342,252,322
258,183,219,021,282,342,252,322
258,183,219,021,282,342,252,322
258,183,219,021,282,342,252,322
258,183,219,021,282,342,253,322
258,183,219,021,282,342,253,322
258,183,219,021,282,342,253,322
258,183,221,022,282,342,253,322
258,183,221,022,282,342,253,322
258,184,221,022,282,342,253,322
258,184,221,022,282,342,253,322
258,184,222,022,282,343,253,322
258,184,222,022,282,343,253,322
258,184,222,022,282,343,253,322
258,184,222,022,283,343,254,322
258,184,222,022,283,343,254,322
258,184,222,022,283,343,254,322
259,184,222,022,283,343,254,322
259,184,222,022,283,343,254,322
259,184,222,022,283,343,254,322
259,184,222,022,283,343,254,322
259,184,222,022,283,343,254,322
259,184,222,022,283,343,254,322
259,184,223,022,283,343,254,322
259,184,223,022,283,343,254,322
259,184,223,022,283,343,254,322
259,184,223,022,283,343,254,322
259,185,223,022,283,343,254,322
259,185,223,022,283,343,254,322
259,185,225,022,283,343,254,322
259,185,225,022,283,343,254,322
259,185,225,022,283,343,254,322
259,185,226,022,283,343,255,322
259,186,226,022,283,343,255,322
259,186,226,022,283,343,255,322
259,186,226,022,283,343,255,322
259,186,226,022,283,343,255,322
259,186,226,022,283,343,255,322
259,187,226,022,283,343,255,322
259,187,226,022,283,343,255,322
259,187,227,022,283,343,255,322
259,187,227,022,283,343,255,322
259,188,227,022,283,343,255,322
259,188,228,022,283,343,256,322
259,188,229,022,286,343,257,322
259,188,229,022,286,343,257,322
259,188,229,022,286,343,257,322
