Hatchery Spring Chinook,Hatchery Winter Steelhead,Wild Coho,Hatchery Coho,Hatchery Chum,Unknown Chum
241,364,,362,,
241,364,,362,,
242,364,,362,,
242,364,,362,,
242,364,,362,,
242,364,,362,,
242,364,,362,,
242,364,,362,,
242,364,,362,,
242,364,,362,,
242,364,,362,,
242,364,,362,,
242,364,,362,,
242,364,,362,,
242,364,,362,,
242,364,,362,,
242,364,,363,,
242,364,,363,,
242,364,,363,,
242,364,,363,,
242,364,,363,,
242,364,,363,,
242,364,,363,,
242,364,,363,,
242,364,,364,,
242,364,,364,,
242,364,,364,,
242,364,,364,,
243,364,,364,,
243,365,,364,,
243,365,,364,,
243,365,,364,,
243,365,,364,,
243,365,,364,,
243,365,,364,,
243,365,,364,,
243,,,364,,
243,,,365,,
243,,,365,,
243,,,,,
243,,,,,
243,,,,,
243,,,,,
243,,,,,
243,,,,,
243,,,,,
243,,,,,
243,,,,,
243,,,,,
243,,,,,
244,,,,,
244,,,,,
244,,,,,
244,,,,,
244,,,,,
244,,,,,
244,,,,,
244,,,,,
244,,,,,
244,,,,,
244,,,,,
244,,,,,
244,,,,,
244,,,,,
244,,,,,
244,,,,,
244,,,,,
244,,,,,
244,,,,,
244,,,,,
244,,,,,
244,,,,,
244,,,,,
244,,,,,
244,,,,,
244,,,,,
244,,,,,
244,,,,,
244,,,,,
244,,,,,
244,,,,,
244,,,,,
244,,,,,
245,,,,,
245,,,,,
245,,,,,
245,,,,,
245,,,,,
245,,,,,
245,,,,,
245,,,,,
245,,,,,
245,,,,,
245,,,,,
245,,,,,
245,,,,,
245,,,,,
245,,,,,
245,,,,,
245,,,,,
245,,,,,
245,,,,,
245,,,,,
245,,,,,
245,,,,,
245,,,,,
245,,,,,
245,,,,,
245,,,,,
245,,,,,
245,,,,,
245,,,,,
245,,,,,
245,,,,,
245,,,,,
245,,,,,
245,,,,,
245,,,,,
245,,,,,
245,,,,,
245,,,,,
246,,,,,
246,,,,,
246,,,,,
246,,,,,
246,,,,,
246,,,,,
246,,,,,
246,,,,,
246,,,,,
246,,,,,
246,,,,,
247,,,,,
247,,,,,
247,,,,,
247,,,,,
247,,,,,
247,,,,,
247,,,,,
247,,,,,
247,,,,,
247,,,,,
247,,,,,
247,,,,,
247,,,,,
247,,,,,
247,,,,,
247,,,,,
247,,,,,
248,,,,,
248,,,,,
248,,,,,
248,,,,,
248,,,,,
248,,,,,
248,,,,,
248,,,,,
248,,,,,
248,,,,,
248,,,,,
248,,,,,
248,,,,,
248,,,,,
248,,,,,
248,,,,,
248,,,,,
248,,,,,
248,,,,,
248,,,,,
248,,,,,
248,,,,,
248,,,,,
248,,,,,
248,,,,,
248,,,,,
248,,,,,
248,,,,,
248,,,,,
248,,,,,
248,,,,,
248,,,,,
248,,,,,
248,,,,,
248,,,,,
248,,,,,
248,,,,,
249,,,,,
249,,,,,
249,,,,,
249,,,,,
249,,,,,
249,,,,,
249,,,,,
249,,,,,
249,,,,,
249,,,,,
249,,,,,
249,,,,,
249,,,,,
249,,,,,
249,,,,,
249,,,,,
249,,,,,
249,,,,,
249,,,,,
249,,,,,
249,,,,,
249,,,,,
249,,,,,
249,,,,,
249,,,,,
249,,,,,
249,,,,,
249,,,,,
249,,,,,
249,,,,,
250,,,,,
250,,,,,
250,,,,,
250,,,,,
250,,,,,
250,,,,,
250,,,,,
250,,,,,
250,,,,,
250,,,,,
250,,,,,
250,,,,,
250,,,,,
250,,,,,
250,,,,,
250,,,,,
250,,,,,
250,,,,,
250,,,,,
250,,,,,
250,,,,,
250,,,,,
250,,,,,
250,,,,,
250,,,,,
251,,,,,
251,,,,,
251,,,,,
251,,,,,
251,,,,,
251,,,,,
251,,,,,
251,,,,,
251,,,,,
251,,,,,
251,,,,,
251,,,,,
251,,,,,
251,,,,,
252,,,,,
252,,,,,
252,,,,,
252,,,,,
252,,,,,
252,,,,,
252,,,,,
252,,,,,
253,,,,,
253,,,,,
253,,,,,
253,,,,,
253,,,,,
253,,,,,
253,,,,,
253,,,,,
253,,,,,
253,,,,,
253,,,,,
254,,,,,
254,,,,,
254,,,,,
254,,,,,
254,,,,,
254,,,,,
254,,,,,
255,,,,,
255,,,,,
255,,,,,
256,,,,,
256,,,,,
257,,,,,
257,,,,,
257,,,,,
257,,,,,
258,,,,,
258,,,,,
259,,,,,
259,,,,,
261,,,,,
261,,,,,
261,,,,,
261,,,,,
261,,,,,
261,,,,,
261,,,,,
262,,,,,
262,,,,,
262,,,,,
263,,,,,
263,,,,,
263,,,,,
264,,,,,
264,,,,,
264,,,,,
264,,,,,
264,,,,,
265,,,,,
266,,,,,
266,,,,,
266,,,,,
266,,,,,
266,,,,,
266,,,,,
266,,,,,
266,,,,,
266,,,,,
266,,,,,
266,,,,,
266,,,,,
266,,,,,
266,,,,,
266,,,,,
266,,,,,
266,,,,,
266,,,,,
266,,,,,
266,,,,,
266,,,,,
266,,,,,
266,,,,,
267,,,,,
