Wild Winter-Late Steelhead,Hatchery Winter-Late Steelhead,Wild Coho,Wild Late Coho,Hatchery Coho,Hatchery Late Coho
,,,037,,032
,,,037,,032
,,,037,,032
,,,037,,032
,,,037,,032
,,,037,,032
,,,037,,032
,,,037,,034
,,,037,,034
,,,037,,034
,,,037,,034
,,,037,,034
,,,045,,034
,,,045,,034
,,,045,,037
,,,045,,037
,,,045,,037
,,,,,037
,,,,,037
,,,,,037
,,,,,037
,,,,,037
,,,,,037
,,,,,037
,,,,,037
,,,,,037
,,,,,037
,,,,,037
,,,,,037
,,,,,037
,,,,,037
,,,,,037
,,,,,037
,,,,,037
,,,,,037
,,,,,037
,,,,,037
,,,,,037
,,,,,037
,,,,,037
,,,,,037
,,,,,037
,,,,,037
,,,,,037
,,,,,037
,,,,,037
,,,,,037
,,,,,037
,,,,,037
,,,,,041
,,,,,041
,,,,,041
,,,,,041
,,,,,041
,,,,,041
,,,,,041
,,,,,041
,,,,,041
,,,,,041
,,,,,041
,,,,,041
,,,,,041
,,,,,041
,,,,,041
,,,,,042
,,,,,042
,,,,,042
,,,,,042
,,,,,042
,,,,,042
,,,,,042
,,,,,042
,,,,,042
,,,,,045
,,,,,045
,,,,,045
,,,,,045
,,,,,045
,,,,,048
,,,,,048
,,,,,048
,,,,,048
,,,,,048
,,,,,048
,,,,,048
,,,,,052
,,,,,052
,,,,,363
,,,,,363
,,,,,363
,,,,,363
,,,,,363
,,,,,363
,,,,,366
,,,,,366
,,,,,366
,,,,,366
,,,,,366
,,,,,366
,,,,,366
,,,,,366
,,,,,366
,,,,,366
,,,,,366
,,,,,366
,,,,,366
,,,,,366
,,,,,366
,,,,,366
,,,,,366
,,,,,366
,,,,,366
,,,,,366
,,,,,366
,,,,,366
,,,,,366
,,,,,366
,,,,,366
